"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"1252",32.625,23,113,4.83,76.5,NA,9555,"DL","ED",10,1.74,7.42,4.66,2.86,29,274,NA,2015
"1253",NA,20,112,4.61,74.375,NA,9528,"RB","HB",NA,1.64,NA,4.44,2.72,31.5,231,NA,2015
"1254",33,23,111,4.77,73.75,NA,9551,"LB","LB",10.625,1.65,NA,4.51,2.76,35,237,NA,2015
"1255",33.375,24,117,4.81,75.375,NA,9530,"LB","ED",10.25,1.65,7.24,4.38,2.78,37,262,NA,2015
"1256",33.125,14,116,4.8,78.25,NA,9550,"TE","TE",10,1.73,6.85,4.32,2.85,33,252,NA,2015
"1257",31.5,21,109,4.93,72.125,NA,9532,"LB","LB",9.5,1.68,NA,4.49,2.84,28,235,NA,2015
"1258",32.25,22,116,4.64,72.875,NA,4489,"LB","LB",9.5,1.58,7.22,4.48,2.68,26.5,226,NA,2008
"1259",32.125,11,114,4.56,70.25,NA,9540,"WO","WR",10,1.6,6.63,4.21,2.62,36.5,192,NA,2015
"1260",33.75,22,119,4.77,72,NA,9560,"LB","LB",9.375,1.65,7.21,4.2,2.76,37,245,NA,2015
"1261",31.375,10,121,4.4,75,NA,11883,"WO","WR",9.625,1.56,7.05,4.19,2.61,30.5,208,NA,2017
"1262",33.5,24,125,4.53,76,NA,11828,"DL","ED",9.875,1.57,6.85,4.28,2.59,39,255,NA,2017
"1263",31,20,120,4.65,74.375,NA,9562,"LB","LB",9.375,1.62,7.11,4.2,2.71,34,240,NA,2015
"1264",33.125,31,113,5.2,76.375,NA,9567,"OL","G",9.75,1.83,7.56,4.58,3.03,29.5,307,NA,2015
"1265",33.375,28,99,5.25,76,NA,9547,"OL","G",10.75,1.83,7.99,4.75,3.04,29,304,NA,2015
"1266",33.5,17,101,5.31,77.875,NA,9552,"OL","T",10,1.92,7.84,4.77,3.14,32,313,NA,2015
"1267",30.25,27,122,4.55,68.375,NA,7942,"RB","HB",8.625,1.57,6.7,4.17,2.68,33,216,NA,2013
"1268",30.25,32,132,4.41,68.875,NA,8731,"RB","HB",8.625,1.55,6.83,4.12,2.57,40.5,209,NA,2014
"1269",30.25,15,114,4.74,70.75,NA,5243,"RB","HB",9.125,1.7,6.87,4.2,2.79,34.5,212,NA,2009
"1270",30.25,24,121,4.55,72.75,NA,9557,"LB","LB",9.25,1.58,7.14,4.2,2.68,36,227,NA,2015
"1271",31.125,21,NA,NA,73.5,NA,34788,"LB","LB",9.5,NA,NA,NA,NA,NA,224,75.125,2020
"1272",NA,22,NA,4.69,70.75,NA,3795,"LB","LB",NA,NA,NA,NA,NA,NA,236,NA,2007
"1273",33.625,22,NA,NA,74,NA,9594,"LB","LB",9.375,NA,NA,NA,NA,NA,236,NA,2015
"1274",32.5,23,NA,4.78,74.125,NA,49825,"LB","LB",9.25,1.63,NA,NA,2.76,NA,245,NA,2018
"1275",NA,24,NA,4.5,73.125,NA,5422,"LB","LB",NA,NA,NA,NA,NA,NA,228,NA,2009
"1276",33.5,NA,105,5.14,77.625,NA,9522,"QB","QB",9,1.87,7.29,4.39,3.03,31,229,NA,2015
"1277",31.875,NA,121,4.87,74.875,NA,9536,"QB","QB",10,1.67,6.91,4.13,2.81,34,230,NA,2015
"1278",30.375,23,NA,NA,71,NA,9548,"DB","S",10.25,NA,NA,NA,NA,NA,208,NA,2015
"1279",NA,16,127,4.51,73.875,NA,2517,"DB","S",NA,1.69,7.1,3.98,2.76,40.5,213,NA,2005
"1280",NA,14,119,4.53,72.25,NA,4971,"DB","S",NA,1.63,6.8,4.16,2.7,38,198,NA,2009
"1281",33,NA,113,4.54,75.125,NA,7267,"WO","TE",10.125,1.65,NA,4.15,2.72,35.5,227,NA,2012
"1282",30.5,NA,110,NA,71.625,NA,380,"WO","WR",9,NA,7.09,4.09,NA,30.5,195,NA,1998
"1283",32.625,13,124,4.58,73.25,NA,47933,"WO","WR",10.25,NA,7.22,4.28,NA,30.5,199,NA,2019
"1284",31.625,NA,122,4.53,71.375,NA,9572,"WO","WR",9,1.63,6.88,4.12,2.67,36.5,182,NA,2015
"1285",33.375,23,131,4.43,73.375,NA,9520,"WO","WR",9.375,1.55,6.98,4.06,2.59,41,212,NA,2015
"1286",32.125,NA,120,4.63,75.25,NA,9580,"QB","QB",10.5,1.62,6.93,3.98,2.72,36,226,NA,2015
"1287",31,21,109,4.57,69.875,NA,9614,"DB","S",9.75,1.59,6.95,4.4,2.65,33,200,NA,2015
"1288",32.375,26,107,5,73.375,NA,9625,"DL","DI",9.5,1.78,8,4.75,2.95,31,298,NA,2015
"1289",34,32,105,5.18,73.625,NA,9587,"DL","DI",10.75,1.82,7.53,4.46,3,33,316,NA,2015
"1290",32.25,23,124,NA,74.375,NA,9619,"WO","WR",9.5,NA,6.86,4.18,NA,36.5,216,NA,2015
"1291",33,16,117,4.48,73.125,NA,9588,"RB","HB",9.75,1.6,7.16,4.46,2.66,33.5,230,NA,2015
"1292",33.25,12,125,4.46,78.125,NA,9637,"WO","TE",9,1.57,7.07,4.25,2.62,37,238,NA,2015
"1293",29.625,17,113,4.56,69.125,NA,9633,"DB","CB",9.625,1.65,7.22,4.15,2.7,36.5,196,NA,2015
"1294",NA,25,115,4.74,71.25,NA,9601,"RB","FB",NA,1.65,7.2,4.34,2.75,33,242,NA,2015
"1295",33,35,105,5.12,76.375,NA,9656,"DL","DI",10.5,1.77,7.92,4.76,2.99,29.5,321,NA,2015
"1296",31,34,103,5.38,73.25,NA,9584,"DL","DI",9.875,1.75,NA,NA,3.01,29,308,NA,2015
"1297",32.25,25,103,5.25,76.875,NA,9632,"DL","DI",10.25,1.78,7.91,4.78,2.99,27,319,NA,2015
"1298",32,15,124,4.6,72.125,NA,9603,"DB","CB",8.75,1.6,6.97,3.96,2.67,36.5,195,NA,2015
"1299",NA,NA,NA,4.83,74,NA,584,"DL","DI",NA,NA,NA,NA,NA,NA,297,NA,2000
"1300",29.625,NA,118,4.53,69.75,NA,9607,"RB","HB",8.875,1.61,7.13,NA,2.67,36.5,212,NA,2015
"1301",30.25,23,115,4.5,69.125,NA,5097,"RB","HB",9.625,1.6,6.87,4.11,2.65,34,205,NA,2009
"1302",31,27,120,4.77,75.25,NA,9586,"DL","ED",9.375,1.69,7.1,4.25,2.79,34,255,NA,2015
"1303",30.25,15,123,4.35,68,NA,7063,"RB","HB",9,1.57,6.88,4.12,2.63,35,194,NA,2012
"1304",30.25,19,125,4.47,71.5,NA,4490,"RB","HB",9.375,1.48,6.96,4.29,2.54,34,224,NA,2008
"1305",30.25,20,111,4.64,70,NA,10927,"RB","HB",9.375,1.64,7,4.21,2.7,32.5,228,NA,2016
"1306",30.25,NA,132,4.38,69.625,NA,7036,"RB","HB",9.375,1.57,7.09,4.12,2.63,41,206,NA,2012
"1307",30.25,18,112,4.8,69.125,NA,8380,"RB","HB",9.625,1.73,7.17,4.21,2.83,32.5,199,NA,2013
"1308",30.25,23,NA,4.59,68.25,NA,6723,"RB","HB",8.75,NA,NA,NA,NA,NA,199,NA,2011
"1309",30.25,18,113,4.59,70,NA,10805,"RB","HB",9.25,1.62,NA,NA,2.7,28.5,217,NA,2016
"1310",NA,21,113,4.7,67.875,NA,9638,"RB","HB",NA,1.66,NA,NA,2.76,32,217,NA,2015
"1311",31.375,26,117,4.6,72.75,NA,9657,"LB","LB",9,1.6,7.15,4.36,2.69,35,234,NA,2015
"1312",32.5,NA,121,4.67,74.25,NA,50450,"DB","CB",10.375,NA,NA,NA,NA,38.5,204,NA,2018
"1313",NA,NA,123,4.54,73.25,NA,8745,"DB","S",NA,1.56,7.05,4.51,2.66,38,220,NA,2014
"1314",34,NA,NA,5.55,78.375,NA,9616,"OL","T",9.875,1.93,NA,4.77,3.19,29.5,353,NA,2015
"1315",32.75,10,114,4.61,74.5,NA,9589,"WO","CB",9.875,1.63,6.92,4.13,2.7,36,192,NA,2015
"1316",33.5,17,118,4.58,74.375,NA,9576,"TE","TE",10.25,1.63,7.25,4.37,2.7,38,251,NA,2015
"1317",33,26,121,4.83,79,NA,9593,"TE","TE",9.375,1.72,7.53,4.5,2.85,37.5,261,NA,2015
"1318",35.625,28,NA,NA,79,NA,9673,"OL","T",10.75,NA,NA,NA,NA,NA,324,NA,2015
"1319",32.75,19,117,4.62,71.375,NA,9902,"RB","HB",10.25,1.64,6.86,4.15,2.71,34.5,224,NA,2015
"1320",NA,19,115,4.9,74.625,NA,9958,"LB","LB",NA,1.7,7.25,4.33,2.79,32,245,NA,2015
"1321",32.125,16,122,4.41,72.25,NA,9678,"WO","WR",9,1.49,6.96,4.08,2.55,38,210,NA,2015
"1322",30.5,16,132,4.6,72.375,NA,9942,"WO","WR",8.625,1.61,6.86,4.15,2.68,41,198,NA,2015
"1323",32.5,NA,NA,4.87,74.75,NA,9689,"TE","TE",10.75,1.73,7.62,4.7,2.84,NA,244,NA,2015
"1324",34,20,121,4.61,74.625,NA,9665,"LB","LB",10.25,1.61,7.49,4.38,2.69,37,245,NA,2015
"1325",32.875,19,110,5.04,77.5,NA,9786,"TE","TE",10,1.75,7.46,4.54,2.91,30.5,263,NA,2015
"1326",32,NA,119,4.65,75.375,NA,9960,"TE","TE",9.625,1.7,7.29,4.49,2.79,36,248,NA,2015
"1327",31.125,20,NA,NA,74.125,NA,10034,"TE","TE",10.25,NA,NA,NA,NA,NA,258,NA,2015
"1328",32,18,118,4.73,77,NA,9798,"LB","LB",10.125,1.67,6.38,4.15,2.77,34.5,238,NA,2015
"1329",34.125,20,100,5.16,76.875,NA,9984,"DL","DI",9.375,1.84,8.26,4.9,3.03,28,323,NA,2015
"1330",35,21,97,5.54,74.875,NA,9772,"DL","DI",9.25,1.85,8.2,5.01,3.15,22.5,313,NA,2015
"1331",31.625,20,115,4.56,72,NA,10847,"WO","WR",8.25,1.63,7.22,4.31,2.71,30.5,206,NA,2016
"1332",NA,21,108,5.12,76.5,NA,9719,"OL","T",NA,1.87,7.7,4.63,3.04,27,305,NA,2015
"1333",31.5,20,112,4.91,73.75,NA,10111,"LB","ED",9.125,1.71,NA,NA,2.84,30.5,249,NA,2015
"1334",32,20,99,5.25,75.75,NA,9875,"OL","C",10,1.91,NA,4.76,3.14,24,318,NA,2015
"1335",29.875,18,119,4.49,67.625,NA,9717,"RB","HB",8.25,1.61,6.84,4.12,2.64,33.5,195,NA,2015
"1336",30.5,31,NA,4.68,71.875,NA,9815,"LB","LB",9.375,1.6,6.99,4.15,2.71,NA,237,NA,2015
"1337",30,22,115,NA,68.25,NA,9864,"RB","HB",9,NA,7.52,4.37,NA,37,213,NA,2015
"1338",NA,24,NA,4.54,74.25,NA,4323,"LB","LB",NA,NA,NA,NA,NA,NA,241,NA,2008
"1339",30.25,16,125,4.5,68.875,NA,45854,"RB","HB",8.75,NA,NA,NA,NA,39.5,192,73.875,2020
"1340",30.25,NA,NA,4.48,69.25,NA,7009,"RB","HB",9.5,NA,NA,NA,NA,NA,228,NA,2012
"1341",30.25,21,NA,4.42,67.125,NA,7936,"RB","HB",9.25,NA,NA,NA,NA,NA,192,NA,2013
"1342",NA,24,NA,4.67,73.625,NA,1760,"LB","LB",NA,NA,NA,NA,NA,NA,234,NA,2004
"1343",33,24,NA,NA,74,NA,9669,"LB","LB",10,NA,NA,NA,NA,NA,232,NA,2015
"1344",32.625,25,NA,4.57,73.5,NA,6192,"LB","LB",9.25,NA,NA,NA,NA,NA,243,NA,2011
"1345",30.75,27,NA,4.77,72.375,NA,50819,"LB","LB",8.625,NA,NA,NA,NA,NA,230,NA,2018
"1346",NA,28,NA,4.65,74.375,NA,1814,"LB","LB",NA,NA,NA,NA,NA,NA,227,NA,2004
"1347",32.5,28,NA,4.83,73.875,NA,7995,"LB","LB",10.5,NA,NA,NA,NA,NA,243,NA,2013
"1348",29.5,NA,120,4.55,70.5,NA,9881,"DB","CB",8.75,1.6,6.81,4.21,2.66,32.5,182,NA,2015
"1349",31,16,114,4.58,73.5,NA,9966,"DB","S",8.75,1.62,7,4.18,2.68,33.5,203,NA,2015
"1350",31,15,128,4.59,71,NA,9698,"DB","S",9.375,1.64,6.95,4.11,2.7,37,197,NA,2015
"1351",29.75,19,112,4.63,71.375,NA,9982,"DB","S",9,1.6,7.01,4.26,2.69,33,195,NA,2015
"1352",32.25,15,124,4.37,76,NA,47809,"WO","WR",10.25,NA,NA,NA,NA,30.5,206,NA,2018
"1353",31.5,NA,116,4.62,74,NA,11824,"WO","WR",9.5,1.62,6.75,4.08,2.69,31,204,NA,2017
"1354",31.625,15,110,4.43,72.5,NA,48262,"WO","WR",9.125,1.55,6.88,4.41,2.6,31,189,NA,2018
"1355",32.125,NA,116,4.41,73.625,NA,48230,"WO","WR",9.25,1.58,6.9,4.2,2.62,31,196,NA,2018
"1356",34.125,NA,123,4.51,74.625,NA,4350,"WO","WR",10.125,1.57,7.03,4.35,2.64,31,217,NA,2008
"1357",33.875,22,114,4.97,76.25,NA,8670,"OL","G",9.625,1.78,7.37,4.44,2.9,32,302,NA,2014
"1358",34.75,31,NA,NA,77.5,NA,8681,"DL","DI",10,NA,NA,NA,NA,NA,304,NA,2014
"1359",35.125,12,NA,4.53,76.75,NA,8642,"WO","WR",9.625,1.6,7.08,4.26,2.66,37,231,NA,2014
"1360",32.875,26,NA,NA,73.75,NA,8664,"DL","DI",9.75,NA,NA,NA,NA,NA,288,NA,2014
"1361",33.25,23,128,4.65,74.625,NA,8640,"DL","ED",10.25,1.64,7.08,4.18,2.73,40,251,NA,2014
"1362",33.5,30,119,4.84,75.875,NA,6367,"DL","ED",10.25,1.72,7.24,4.32,2.86,35.5,261,NA,2011
"1363",33.5,28,118,4.63,76.875,NA,50235,"LB","ED",8.75,NA,7.15,4.23,NA,NA,262,NA,2019
"1364",33.375,25,102,5.04,76.125,NA,8668,"OL","G",9.375,1.8,7.6,4.44,2.95,25,307,NA,2014
"1365",33.5,20,111,4.84,75.875,NA,8016,"DL","ED",10.5,1.71,7.07,4.33,2.84,30.5,262,NA,2013
"1366",32.625,NA,124,4.4,72.375,NA,8680,"WO","WR",8.875,1.56,7.09,NA,2.58,38,175,NA,2014
"1367",33.5,NA,115,4.68,74.875,NA,6189,"DL","ED",10,1.68,NA,NA,2.77,31,264,NA,2011
"1368",32.375,23,117,4.6,73,NA,51029,"LB","LB",9.5,1.56,7.38,4.48,2.66,36,236,NA,2018
"1369",33.5,26,116,4.87,74.875,NA,7400,"DL","ED",9.625,1.78,7.09,4.5,2.9,35.5,266,NA,2012
"1370",33.375,24,105,5.07,77.5,NA,8641,"OL","T",9.875,1.75,7.34,4.47,2.94,30.5,308,NA,2014
"1371",33.5,27,114,4.79,75.125,NA,9645,"DL","ED",10.125,1.66,7.17,4.25,2.77,34.5,267,NA,2015
"1372",31.75,NA,127,4.52,71.75,NA,8674,"WO","WR",9.5,1.59,NA,4.01,2.65,38,192,NA,2014
"1373",33.5,NA,105,4.75,75.5,NA,7221,"DL","ED",9,1.61,7.2,4.38,2.64,35,268,NA,2012
"1374",35,22,103,5.34,78,NA,8654,"OL","T",9.875,1.86,7.42,4.56,3.08,29,311,NA,2014
"1375",32.875,29,106,NA,76.125,NA,8651,"OL","G",9.5,NA,7.65,4.59,NA,28,308,NA,2014
"1376",33.5,20,108,5.1,74.5,NA,9045,"DL","ED",9.75,1.84,7.23,4.33,3,29.5,290,NA,2014
"1377",33.25,24,120,4.6,76.375,NA,8645,"TE","TE",10,1.63,NA,NA,2.71,32,250,NA,2014
"1378",32.75,7,122,4.43,71.25,NA,8647,"WO","WR",10,1.57,6.69,3.94,2.58,38.5,198,NA,2014
"1379",33.75,20,NA,NA,77.5,NA,8673,"TE","TE",9.75,NA,NA,NA,NA,NA,262,NA,2014
"1380",32.25,15,115,NA,71,NA,10751,"WO","WR",9.125,NA,NA,NA,NA,31,203,NA,2016
"1381",30.25,18,NA,4.37,70.625,NA,5534,"RB","HB",8.625,1.55,NA,NA,2.57,NA,196,NA,2010
"1382",33.75,NA,112,4.68,76.875,NA,48192,"WO","WR",9.375,1.64,NA,NA,2.72,31,228,NA,2018
"1383",30.25,NA,130,4.24,71,NA,4338,"RB","HB",9.5,1.4,NA,NA,2.41,35,197,NA,2008
"1384",30.375,25,115,4.5,70.625,NA,4935,"RB","HB",9,1.64,6.84,4.27,2.71,35.5,217,NA,2009
"1385",32.375,25,130,NA,73.125,NA,8650,"LB","LB",10,NA,6.91,4.21,NA,42,237,NA,2014
"1386",31,21,112,4.71,75.125,NA,8675,"LB","LB",9,1.62,7.22,4.2,2.72,32.5,243,NA,2014
"1387",33.5,15,119,4.66,76.875,NA,8644,"LB","LB",9.375,1.67,6.82,4.19,2.77,34.5,255,NA,2014
"1388",NA,30,NA,4.49,72.5,NA,1833,"LB","LB",NA,1.55,NA,NA,2.61,39,230,NA,2004
"1389",32.875,NA,115,4.93,77,NA,8638,"QB","QB",9.375,1.75,7.08,4.21,2.86,32.5,232,NA,2014
"1390",31.375,NA,113,4.68,71.75,NA,8657,"QB","QB",9.875,1.63,6.75,4.03,2.72,31.5,207,NA,2014
"1391",33,NA,113,4.79,74.125,NA,8667,"QB","QB",9.25,1.63,7.17,4.2,2.76,30,214,NA,2014
"1392",NA,18,125,4.45,77.375,NA,4355,"WO","WR",NA,1.56,6.84,4.2,2.58,31.5,217,NA,2008
"1393",32.5,13,118,4.5,75,NA,6590,"WO","WR",9.5,1.57,6.86,4.31,2.64,31.5,209,NA,2011
"1394",31.875,12,114,4.65,71.75,NA,47997,"WO","WR",9.25,1.6,6.93,4.46,2.73,31.5,189,NA,2017
"1395",32,19,114,4.66,71.875,NA,8692,"RB","HB",9.625,1.69,NA,NA,2.77,34.5,230,NA,2014
"1396",34,28,118,4.74,77.375,NA,8684,"TE","TE",9,1.64,7.42,4.3,2.76,33,265,NA,2014
"1397",34.5,30,100,5.35,77.625,NA,8728,"OL","C",10.25,1.88,NA,NA,3.11,26.5,311,NA,2014
"1398",30.5,NA,119,4.34,70,NA,8726,"WO","WR",8.5,1.56,6.91,4.12,2.55,36.5,179,NA,2014
"1399",32.625,20,113,4.66,72.625,NA,8690,"RB","HB",10.375,1.65,NA,NA,2.73,29,233,NA,2014
"1400",34,25,NA,4.93,74.625,NA,8727,"OL","G",9.5,1.8,NA,NA,2.89,27.5,310,NA,2014
"1401",33.125,20,95,5.28,77,NA,8711,"OL","C",10,1.87,7.73,4.65,3.09,26,312,NA,2014
"1402",35.375,NA,106,5.35,78,NA,8701,"OL","T",9.875,1.98,7.93,4.95,3.19,21.5,314,NA,2014
"1403",33.5,26,106,5.06,75.125,NA,8709,"DL","DI",9.25,1.74,7.92,4.78,2.93,33.5,306,NA,2014
"1404",32,NA,127,4.6,74.625,NA,8696,"WO","WR",9.5,1.6,7,4,2.66,39,220,NA,2014
"1405",31.625,27,102,5.06,73.625,NA,8683,"DL","DI",9.625,1.76,NA,4.83,2.94,29.5,299,NA,2014
"1406",34,25,108,5.16,76.875,NA,8702,"OL","G",10,1.82,7.92,4.71,3.04,28,315,NA,2014
"1407",29.25,27,114,4.83,71.5,NA,8712,"LB","LB",9.875,1.66,7.18,4.27,2.8,31,248,NA,2014
"1408",31.25,24,99,5.36,72.5,NA,8717,"DL","DI",10,1.82,7.93,4.82,3.07,28.5,303,NA,2014
"1409",33.5,23,116,4.86,73.25,NA,8708,"LB","LB",10.25,1.72,6.98,4.26,2.85,33,251,NA,2014
"1410",32.375,16,120,NA,73.75,NA,8706,"LB","LB",9.375,NA,NA,NA,NA,36,233,NA,2014
"1411",32.625,14,123,4.56,72.875,NA,8688,"WO","WR",9,1.64,6.82,4.3,2.68,39.5,212,NA,2014
"1412",33.75,30,108,5.51,75.25,NA,8716,"OL","G",10,1.86,8.25,4.78,3.18,29,336,NA,2014
"1413",33.5,23,100,5.19,77.875,NA,8699,"OL","C",10.25,1.81,8.14,4.69,3.01,27.5,325,NA,2014
"1414",30,NA,126,4.5,68.5,NA,8710,"RB","HB",9,1.55,NA,4.15,2.6,38.5,207,NA,2014
"1415",31,11,126,4.36,70.75,NA,34247,"DB","S",9.125,NA,7.03,4.14,NA,39.5,198,NA,2019
"1416",NA,NA,NA,NA,74,NA,6062,"LB","LB",NA,1.55,NA,NA,2.6,NA,235,NA,2010
"1417",NA,NA,NA,NA,75.25,NA,2983,"LB","LB",NA,1.58,NA,NA,2.62,NA,239,NA,2006
"1418",32,NA,NA,4.51,72.875,NA,50892,"LB","LB",10,1.58,NA,NA,2.63,NA,236,NA,2018
"1419",NA,NA,NA,NA,72.875,NA,3664,"LB","LB",NA,1.6,NA,NA,2.68,NA,230,NA,2007
"1420",NA,NA,112,4.7,75.375,NA,454,"DL","ED",NA,1.66,7.36,4.39,2.75,32,281,NA,1999
"1421",NA,NA,NA,NA,71.875,NA,4359,"LB","LB",NA,1.62,NA,NA,2.7,NA,229,NA,2008
"1422",NA,NA,NA,4.77,75,NA,1741,"DL","ED",NA,NA,NA,NA,NA,NA,281,NA,2004
"1423",NA,NA,NA,NA,72.875,NA,1363,"LB","LB",NA,1.64,NA,NA,2.7,NA,253,NA,2003
"1424",31,NA,110,4.97,74.25,NA,8697,"QB","QB",9.25,1.78,7.04,4.26,2.91,30.5,226,NA,2014
"1425",31,10,119,4.42,70.875,NA,8714,"DB","S",9,1.54,7.35,4.56,2.59,38,198,NA,2014
"1426",32.375,13,128,4.61,74.625,NA,8693,"DB","CB",8.625,1.58,6.69,4.33,2.67,41.5,218,NA,2014
"1427",34.375,NA,127,4.68,73.625,NA,10761,"DB","CB",9.75,1.71,7.07,4.06,2.78,37,199,NA,2016
"1428",NA,16,116,4.54,71.125,NA,4427,"DB","S",NA,1.53,7.31,4.38,2.6,33.5,201,NA,2008
"1429",34.125,27,114,NA,78.5,NA,8687,"TE","TE",10,NA,7.57,4.55,NA,32,270,NA,2014
"1430",33,25,116,4.76,77.5,NA,8700,"TE","TE",10.25,1.64,7.1,4.26,2.75,31.5,265,NA,2014
"1431",32.625,16,116,4.87,76,NA,8733,"TE","TE",10.125,1.69,7.23,4.47,2.82,31.5,257,NA,2014
"1432",32.375,13,132,4.4,74.375,NA,8725,"WO","WR",9.125,1.54,7.02,4.3,2.57,39.5,221,NA,2014
"1433",32.625,23,NA,NA,74.5,NA,8691,"WO","WR",9.625,NA,NA,NA,NA,NA,215,NA,2014
"1434",NA,NA,129,4.56,71.375,NA,8748,"RB","HB",NA,1.6,7.27,4.06,2.64,38,230,NA,2014
"1435",33.375,NA,124,4.55,74.875,NA,8781,"WO","WR",9.25,1.58,6.89,4.01,2.64,37,198,NA,2014
"1436",33,NA,118,4.66,76.875,NA,365,"WO","WR",9.5,1.67,7.49,4.48,2.74,31.5,231,NA,1998
"1437",33.5,25,101,5.35,75.75,NA,8747,"DL","DI",9.625,1.85,7.73,4.78,3.07,27.5,322,NA,2014
"1438",33,25,92,5.27,73.5,NA,8742,"DL","DI",10.125,1.86,7.81,4.75,3.1,28,334,NA,2014
"1439",33.125,26,122,4.71,73.375,NA,8774,"LB","LB",10.5,1.63,7.29,4.31,2.72,38.5,253,NA,2014
"1440",34.625,25,91,5.36,76.75,NA,8788,"OL","G",9.5,1.82,7.7,4.83,3.1,25.5,329,NA,2014
"1441",31.625,NA,105,4.97,75.875,NA,8770,"QB","QB",9.625,1.77,7.33,4.36,2.92,27,228,NA,2014
"1442",32.75,14,108,4.89,76,NA,8743,"DL","ED",9.5,1.7,7.08,4.25,2.87,32,252,NA,2014
"1443",32.625,16,124,4.42,75.75,NA,8753,"WO","WR",9.5,1.57,7.18,4.15,2.59,39,211,NA,2014
"1444",31,15,120,4.45,69.375,NA,8741,"WO","WR",9.625,1.55,6.69,3.95,2.58,39.5,197,NA,2014
"1445",33.5,17,123,4.58,77.75,NA,8771,"DL","ED",10.125,1.58,7.29,4.44,2.64,36.5,252,NA,2014
"1446",NA,19,109,4.78,74.625,NA,4402,"LB","LB",NA,1.65,7.34,4.47,2.76,29,252,NA,2008
"1447",33.5,31,113,4.87,75,NA,5581,"DL","ED",10.25,1.7,7.53,4.53,2.84,33,294,NA,2010
"1448",32.875,8,123,4.54,72.625,NA,11354,"WO","WR",9.875,1.62,NA,NA,2.67,31.5,190,NA,2016
"1449",30.25,23,122,4.76,72.75,NA,8756,"LB","LB",9.5,1.66,7.25,4.3,2.78,37.5,250,NA,2014
"1450",33.25,12,120,4.43,74.25,NA,7953,"WO","WR",9.5,1.55,NA,NA,2.6,31.5,204,NA,2013
"1451",NA,14,119,4.47,74.625,NA,10833,"WO","WR",NA,1.54,NA,NA,2.6,31.5,205,NA,2016
"1452",34,22,103,5.48,77.625,NA,8780,"OL","G",9.5,1.86,7.81,4.86,3.13,28.5,315,NA,2014
"1453",32.5,42,109,5.18,75.125,NA,8746,"OL","C",10,1.85,8.26,4.66,3.03,29,310,NA,2014
"1454",29.25,23,114,4.57,69.125,NA,8765,"RB","HB",8.25,1.6,7.05,4.2,2.66,32,204,NA,2014
"1455",32.75,25,120,4.66,73,NA,8786,"LB","LB",9.5,1.61,7.11,4.07,2.71,30.5,246,NA,2014
"1456",32.25,28,128,4.51,72.5,NA,8767,"LB","LB",10.125,1.56,6.92,4.02,2.61,39,232,NA,2014
"1457",32.5,NA,119,4.52,75,NA,8779,"LB","LB",10.25,1.57,NA,NA,2.63,31.5,218,NA,2014
"1458",33.625,30,120,4.7,74,NA,8761,"LB","LB",10.125,1.63,NA,NA,2.74,36,242,NA,2014
"1459",33,NA,NA,NA,72.5,NA,5615,"LB","LB",9.875,1.65,NA,NA,2.74,NA,242,NA,2010
"1460",29.875,10,122,4.56,72,NA,8744,"DB","CB",9,1.64,7.28,4.32,2.71,36.5,191,NA,2014
"1461",30.625,15,117,4.71,70.5,NA,8787,"DB","S",8.5,1.63,7.08,4.22,2.74,35.5,193,NA,2014
"1462",33,11,133,4.59,73,NA,8762,"DB","CB",9.625,1.59,6.86,4.3,2.67,35,198,NA,2014
"1463",30,25,117,4.47,71.625,NA,8766,"DB","S",8.25,1.58,6.9,4.07,2.63,34,199,NA,2014
"1464",30,13,117,4.61,69.125,NA,8782,"DB","S",9.25,1.66,6.9,4.15,2.72,35.5,187,NA,2014
"1465",31.75,11,123,4.62,71.375,NA,8737,"DB","CB",9,1.64,7.04,4.33,2.7,34.5,197,NA,2014
"1466",33.625,NA,117,4.59,73.5,NA,28070,"WO","WR",10,NA,NA,4.42,NA,31.5,208,78.5,2020
"1467",NA,NA,111,4.48,76.25,NA,3436,"WO","WR",NA,1.6,NA,NA,2.65,31.5,235,NA,2006
"1468",28,11,116,4.51,68.5,NA,11888,"WO","WR",9.25,1.56,6.77,4,2.63,32,181,NA,2017
"1469",32,8,118,4.5,70.75,NA,11921,"WO","WR",8.875,1.61,6.83,4.2,2.63,32,191,NA,2017
"1470",31.125,9,117,4.54,68.375,NA,12269,"WO","WR",9,1.59,6.83,4.22,2.66,32,178,NA,2017
"1471",32.25,NA,113,4.55,70.75,NA,271,"WO","WR",10,1.62,7.33,4.46,2.65,32,193,NA,1997
"1472",32.25,16,117,4.59,71.75,NA,4409,"WO","WR",10.25,1.57,7.34,4.27,2.65,32,181,NA,2008
"1473",NA,NA,99,4.94,75.25,NA,8799,"QB","QB",NA,1.77,7.18,4.34,2.93,28,220,NA,2014
"1474",33.625,NA,100,5.34,75.5,NA,8814,"OL","C",10.25,1.83,8.26,4.83,3.06,21.5,323,NA,2014
"1475",32,36,NA,NA,74.625,NA,8796,"OL","C",9.875,NA,NA,NA,NA,27,296,NA,2014
