"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","event_date","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","venue_franchise_id","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"754",31.375,NA,NA,NA,4.62,70.75,NA,12329,"HB","HB",9.125,1.6,NA,4.21,2.6,NA,NA,213,NA,2017
"755",NA,NA,114,NA,NA,75.25,NA,4399,"TE","TE",NA,NA,NA,NA,NA,NA,32.5,254,NA,2008
"756",33.75,NA,123,"2019-03-07",4.87,NA,NA,56885,"ED","ED",9.25,1.63,7.53,4.77,2.79,NA,31.5,NA,NA,2019
"757",32.75,NA,NA,"2018-03-14",4.58,72.25,NA,51203,"CB","CB",10,1.61,6.74,4.25,2.62,NA,NA,203,NA,2018
"758",33,NA,NA,"2010-03-12",NA,NA,NA,5556,"ED","ED",9.75,NA,NA,NA,NA,NA,NA,NA,33,2010
"759",33.625,20,106,"2019-03-28",5.01,NA,NA,57191,"ED","ED",9.125,1.72,7.24,4.45,2.86,NA,29,NA,NA,2019
"760",33.25,19,125,"2019-03-07",4.65,NA,NA,58208,"ED","ED",10.5,1.75,7.1,4.23,2.63,NA,42,NA,NA,2019
"761",32.75,31,102,"2019-03-19",5.07,NA,NA,55373,"DI","DI",9.625,1.88,8.03,4.94,3.01,NA,25.5,NA,NA,2019
"762",34.375,23,113,"2019-03-27",4.94,NA,NA,56643,"DI","DI",9.25,1.72,7.4,4.59,2.82,NA,31,NA,NA,2019
"763",33.675,19,112,"2019-03-21",5.23,NA,NA,56733,"DI","DI",9.75,1.8,8.18,4.82,3.07,NA,32.5,NA,NA,2019
"764",NA,NA,NA,"2021-12-31",NA,NA,NA,57676,"LB","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"765",32.25,15,122,"2021-03-26",4.37,71.875,NA,56058,"CB","CB",8.625,NA,NA,NA,NA,NA,38,191,75.25,2021
"766",NA,NA,117,"2021-03-30",4.42,68.625,NA,77965,"WR","WR",NA,NA,6.89,4.14,NA,NA,33,155,NA,2021
"767",32,23,119,"2021-03-29",4.68,74.625,NA,43734,"ED","ED",9.5,1.62,7.18,4.22,2.7,NA,32.5,243,80.375,2021
"768",31.5,14,123,"2021-04-01",4.5,72.625,NA,44160,"CB","CB",9.125,NA,6.98,4.15,NA,NA,36.5,189,75,2021
"769",33.5,12,124,"2021-03-18",4.49,75,NA,84137,"WR","WR",9.875,1.63,7.2,4.43,2.59,NA,37,211,81.125,2021
"770",31.375,NA,128,"2021-03-31",4.28,71,NA,83051,"CB","CB",9.25,NA,NA,NA,NA,NA,35,197,77.25,2021
"771",33.25,NA,122,"2021-03-30",4.52,74.875,NA,58093,"LB","LB",9,NA,6.95,4.38,NA,NA,39.5,238,79.25,2021
"772",33.5,23,130,"2021-03-30",4.51,74.75,NA,58095,"LB","LB",9.875,NA,6.78,4.23,NA,NA,40,245,79,2021
"773",32.25,32,104,"2021-03-31",5.2,76.375,NA,59980,"T","T",9.875,NA,7.58,4.65,NA,NA,27.5,306,77.875,2021
"774",32.25,18,NA,"2021-03-31",4.69,74.375,NA,55450,"WR","WR",9,NA,NA,4.25,NA,NA,NA,209,78.5,2021
"775",32.125,NA,NA,"2021-03-26",NA,72,NA,81300,"LB","LB",9.25,NA,NA,NA,NA,NA,NA,234,77.5,2021
"776",33.625,16,117,"2021-04-09",4.79,77.625,NA,43427,"ED","ED",9.375,NA,7.82,4.75,NA,321,33,264,81.75,2021
"777",34.125,NA,119,"2019-03-22",5.04,NA,NA,61944,"QB","QB",11.125,1.7,7.22,4.57,2.8,NA,31.5,NA,NA,2019
"778",30.5,15,122,"2019-03-27",4.46,NA,NA,94357,"WR","WR",9.625,1.63,6.94,4.51,NA,NA,38.5,NA,NA,2019
"779",31.25,NA,NA,"2019-03-14",5.22,NA,NA,87546,"QB","QB",9.875,1.71,NA,4.68,2.83,145,NA,NA,NA,2019
"780",30.125,23,117,"2019-03-28",NA,NA,NA,63303,"P","P",8.875,NA,NA,NA,NA,113,36.5,NA,NA,2019
"781",30.375,19,114,"2019-03-27",4.87,NA,NA,81293,"LB","LB",10,1.63,7.64,4.37,2.81,NA,29.5,NA,NA,2019
"782",31.325,31,126,"2018-03-30",4.57,72,NA,66928,"LB","LB",8.325,1.64,7.35,4.32,2.63,292,36.5,242,NA,2018
"783",NA,15,120,"2019-03-12",4.42,NA,NA,78639,"HB","HB",NA,NA,7.09,4.38,NA,NA,37.5,NA,NA,2019
"784",31.375,26,117,"2019-03-20",4.52,NA,NA,94355,"HB","HB",8.875,1.56,7.1,4.39,2.56,NA,33.5,NA,NA,2019
"785",NA,21,125,"2019-03-15",4.58,NA,NA,94358,"HB","HB",NA,NA,7.16,4.13,NA,NA,40,NA,NA,2019
"786",30.25,17,129,"2018-03-13",4.4,70.25,NA,66446,"HB","HB",8.375,1.49,7.02,4.04,2.6,276,38.5,185,NA,2018
"787",33.25,31,102,"2019-03-26",5.25,NA,NA,60087,"G","G",9.125,1.87,7.95,4.63,3.1,NA,30,NA,NA,2019
"788",32.875,16,97,"2019-03-07",5.43,NA,NA,60159,"G","G",10,1.86,8.14,5.06,3.07,NA,25.5,NA,NA,2019
"789",33.5,23,95,"2019-03-28",NA,NA,NA,60184,"G","G",9.75,NA,7.66,4.83,NA,NA,27,NA,NA,2019
"790",NA,23,102,NA,4.89,68,NA,8861,"FB","FB",NA,1.67,7.25,4.55,2.82,NA,25,244,NA,2014
"791",NA,24,124,NA,4.59,73.375,NA,8221,"FB","FB",NA,1.63,7.28,4.4,2.68,NA,34.5,249,NA,2013
"792",32.5,22,107,"2020-03-05",5.07,73.5,NA,77019,"ED","ED",9.625,1.68,7.7,4.5,2.9,NA,27,281,78.125,2020
"793",33.125,17,104,"2020-03-05",4.92,76.75,NA,76845,"ED","ED",9.75,1.69,7.89,4.72,2.87,NA,27.5,285,82,2020
"794",31.75,NA,124,"2020-03-05",4.6,74,NA,76844,"ED","ED",9.25,1.53,7.12,4.44,2.69,NA,32.5,199,75.825,2020
"795",32.875,20,121,"2020-03-05",4.72,74.125,NA,82173,"ED","ED",9.5,NA,7.78,4.44,NA,NA,36,233,79.25,2020
"796",33.5,8,114,"2020-03-05",4.81,74,NA,34869,"ED","ED",8.625,NA,7.61,4.56,NA,NA,30.5,228,79.875,2020
"797",32,20,NA,"2020-03-05",4.63,74.375,NA,50617,"ED","ED",9.25,NA,NA,5.18,NA,NA,35,247,77.125,2020
"798",NA,NA,NA,"2020-03-10",NA,73,NA,29620,"ED","ED",NA,NA,NA,NA,NA,NA,NA,236,NA,2020
"799",NA,25,NA,"2020-03-10",NA,72,NA,36155,"ED","ED",NA,NA,NA,NA,NA,NA,NA,228,NA,2020
"800",NA,16,119,"2020-03-10",4.75,76,NA,48653,"ED","ED",NA,NA,7.39,NA,NA,NA,34.5,245,NA,2020
"801",NA,21,122,"2020-03-10",4.58,74.125,NA,33560,"ED","ED",NA,NA,NA,NA,NA,NA,34,232,NA,2020
"802",32.75,23,117,"2019-03-11",4.72,NA,NA,91464,"ED","ED",9.375,1.65,6.79,4.31,2.71,NA,29.5,NA,NA,2019
"803",31.625,19,123,"2019-03-20",4.86,NA,NA,91467,"ED","ED",9.625,1.65,7.3,4.56,2.78,401,35,NA,NA,2019
"804",33.5,14,117,"2019-03-20",4.81,NA,NA,91477,"ED","ED",9,1.71,7.53,4.56,2.72,NA,29.5,NA,NA,2019
"805",33.875,31,106,"2019-03-06",5.1,NA,NA,58435,"DI","DI",9.5,1.83,7.99,4.83,3,NA,29,NA,NA,2019
"806",NA,31,119,"2018-03-18",4.78,77,NA,66917,"DI","DI",NA,1.69,7.01,NA,2.78,222,30,290,NA,2018
"807",32.125,29,101,"2018-03-19",5.21,73.125,NA,66935,"DI","DI",10,1.8,7.75,4.85,3.03,306,30.5,326,NA,2018
"808",30,12,121,"2019-03-15",4.87,NA,NA,50513,"CB","CB",9.5,1.68,7.38,4.59,2.78,NA,33.5,NA,NA,2019
"809",NA,15,123,"2019-03-15",4.52,NA,NA,51088,"CB","CB",NA,NA,NA,NA,NA,NA,38,NA,NA,2019
"810",NA,14,130,"2019-03-14",4.41,NA,NA,51496,"CB","CB",NA,NA,6.98,4.46,NA,145,38,NA,NA,2019
"811",31.5,7,122,"2019-03-08",4.59,NA,NA,55645,"CB","CB",8.875,1.56,7.06,4.2,2.68,NA,37,NA,NA,2019
"812",32,NA,120,"2019-03-26",4.47,NA,NA,56047,"CB","CB",8.875,1.63,7.26,4.35,2.65,NA,34.5,NA,NA,2019
"813",NA,NA,NA,"2021-12-31",NA,NA,NA,56941,"ED","ED",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"814",34.125,14,125,"2021-03-26",4.42,76.125,NA,61441,"WR","WR",9.375,NA,6.78,4.29,NA,NA,37.5,215,78.5,2021
"815",33,19,126,"2021-03-26",4.42,75.125,NA,42208,"S","S",9,NA,7.12,4.4,NA,NA,34,226,77.875,2021
"816",NA,NA,122,"2021-03-26",4.63,77,NA,60859,"TE","TE",NA,NA,7.41,4.42,NA,NA,32.5,253,NA,2021
"817",NA,30,103,"2021-03-24",NA,73.6,NA,57035,"DI","DI",NA,NA,7.57,4.69,NA,NA,30.5,308,NA,2021
"818",33.75,18,NA,"2021-03-29",NA,74.625,NA,56345,"ED","ED",9.25,NA,NA,NA,NA,NA,NA,244,80,2021
"819",31,NA,NA,"2021-03-31",NA,74,NA,40872,"C","C",8.25,NA,NA,NA,NA,NA,31.5,293,77.25,2021
"820",32,20,120,"2021-04-01",4.48,72,NA,57373,"HB","HB",9,NA,7.24,4.26,NA,NA,36,210,75.75,2021
"821",32.625,21,125,"2019-03-21",4.87,NA,NA,94369,"LS","LS",10.25,1.7,7.28,4.28,2.78,NA,35,NA,NA,2019
"822",28.875,18,119,"2019-03-20",4.7,NA,NA,95845,"HB","HB",9.125,1.64,7.2,4.45,2.65,995,32.5,NA,NA,2019
"823",31.5,29,97,"2019-03-20",5.29,NA,NA,94377,"G","G",9.25,1.79,8.5,5.46,3.03,NA,25.5,NA,NA,2019
"824",NA,16,113,"2020-03-11",4.93,75,NA,57710,"ED","ED",NA,NA,7.85,4.76,NA,NA,28,240,NA,2020
"825",NA,20,103,"2020-03-11",4.81,73.75,NA,81956,"ED","ED",9.5,NA,7.44,4.64,NA,NA,30,244,77.128,2020
"826",33.5,22,122,"2019-03-12",4.8,NA,NA,94363,"ED","ED",10.5,1.63,7.94,4.64,2.78,200,36,NA,NA,2019
"827",36.125,20,116,"2019-03-26",4.89,NA,NA,94368,"ED","ED",9.75,1.78,7.27,4.63,2.87,NA,31,NA,NA,2019
"828",32.75,15,107,"2019-03-28",4.79,NA,NA,98578,"ED","ED",9,NA,6.98,4.16,NA,NA,35.5,NA,NA,2019
"829",33.625,22,119,"2019-03-12",5.2,NA,NA,94361,"DI","DI",9.5,1.8,7.46,4.81,2.95,256,31,NA,NA,2019
"830",NA,24,112,"2019-03-11",4.93,NA,NA,94382,"DI","DI",NA,NA,NA,4.56,NA,101,29,NA,NA,2019
"831",30,13,126,"2019-03-29",4.51,NA,NA,56073,"CB","CB",9.25,1.52,7.09,4.21,2.6,NA,39,NA,NA,2019
"832",29.5,13,123,"2019-03-28",4.5,NA,NA,56123,"CB","CB",9.25,1.58,7.15,4.45,2.59,NA,35,NA,NA,2019
"833",36.125,18,104,"2019-03-22",5.36,NA,NA,94374,"T","T",10.5,1.92,8.1,4.82,3.01,160,29,NA,NA,2019
"834",34.75,NA,116,"2019-03-13",NA,76.375,NA,36800,"T","T",9.875,NA,8,4.72,NA,NA,27.5,312,NA,2019
"835",NA,14,NA,"2020-03-10",NA,74,NA,40257,"WR","WR",NA,NA,NA,NA,NA,NA,32,210,NA,2020
"836",NA,18,NA,NA,NA,72.25,NA,4411,"WR","WR",NA,NA,NA,NA,NA,NA,36.5,204,NA,2008
"837",30,18,125,"2019-03-27",4.41,71.625,NA,27126,"HB","HB",9.5,1.53,7,4.37,2.55,NA,36.5,210,NA,2019
"838",NA,NA,NA,"2020-03-10",4.35,70,NA,39997,"WR","WR",NA,NA,NA,NA,NA,NA,NA,195,NA,2020
"839",31.5,15,110,"2018-03-30",4.57,71.5,NA,29413,"HB","HB",9.25,1.6,7.2,4.29,2.58,NA,35,208,NA,2018
"840",NA,NA,NA,"2020-03-10",4.55,70,NA,25653,"WR","WR",NA,NA,6.96,4.26,NA,NA,NA,189,NA,2020
"841",NA,19,122,"2020-03-11",4.5,71,NA,44829,"WR","WR",NA,NA,7.28,4.5,NA,NA,35.5,198,NA,2020
"842",31,NA,NA,"2019-03-27",NA,68.375,NA,41193,"HB","HB",8.625,NA,7.03,4.41,NA,NA,33,208,NA,2019
"843",NA,13,124,"2020-03-11",4.52,75,NA,48310,"WR","WR",NA,NA,7.32,4.52,NA,NA,31.5,196,NA,2020
"844",NA,19,124,"2020-03-11",4.56,74,NA,35005,"WR","WR",NA,NA,7.13,4.44,NA,NA,38,205,NA,2020
"845",NA,15,124,"2020-03-12",4.77,76.25,NA,40338,"WR","WR",NA,1.69,7.11,4.45,2.78,NA,32.5,212,NA,2020
"846",30.75,10,120,"2019-03-21",4.42,NA,NA,56167,"CB","CB",9.75,1.56,7.28,4.52,2.6,NA,32.5,NA,NA,2019
"847",33.875,14,NA,"2019-03-15",4.78,80.125,NA,36049,"TE","TE",9.5,1.71,7.2,NA,2.63,NA,NA,265,NA,2019
"848",NA,NA,130,"2019-03-12",4.46,74,NA,94352,"CB","CB",NA,NA,6.91,4.13,NA,200,43,NA,NA,2019
"849",29.875,8,130,"2019-03-25",4.43,NA,NA,94364,"CB","CB",9.25,1.5,7.16,4.38,2.44,334,34.5,NA,NA,2019
"850",NA,NA,NA,"2021-12-31",NA,NA,NA,48104,"WR","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"851",30.75,NA,NA,"2019-03-19",NA,70.5,NA,33441,"WR","WR",9,NA,NA,NA,NA,NA,33.5,183,NA,2019
"852",NA,NA,NA,"2017-03-30",4.45,NA,NA,12351,"WR","WR",NA,1.5,NA,NA,2.56,312,NA,NA,NA,2017
"853",32.5,NA,NA,NA,5.25,77.5,NA,5933,"G","G",NA,1.82,7.66,4.87,3.04,NA,NA,324,NA,2010
"854",34.125,NA,NA,"2020-03-12",5.18,76.125,NA,41715,"G","G",11.25,1.77,7.97,4.61,2.83,NA,NA,321,NA,2020
"855",33.75,NA,NA,"2019-03-27",NA,75,NA,46378,"G","G",9.75,NA,NA,4.65,NA,NA,NA,306,NA,2019
"856",33,24,103,"2019-03-21",5.21,77.125,NA,46082,"G","G",9.625,1.8,7.71,4.88,3.06,NA,28,299,NA,2019
"857",33.5,NA,NA,"2019-03-20",NA,75.625,NA,29244,"G","G",9.5,NA,NA,4.57,NA,NA,NA,322,NA,2019
"858",33,NA,NA,"2019-03-13",NA,76.75,NA,45376,"G","G",10.125,NA,8.15,4.71,NA,NA,NA,305,NA,2019
"859",34,NA,NA,"2019-03-27",5.1,76.5,NA,46298,"G","G",10.25,1.78,NA,NA,2.96,NA,28,310,NA,2019
"860",NA,NA,NA,"2021-12-31",NA,NA,NA,56732,"DI","DI",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"861",32.5,NA,116,"2021-03-23",4.68,74.625,NA,60323,"QB","QB",9.75,1.63,7.04,4.39,2.71,NA,32,217,79.125,2021
"862",32.25,30,124,"2021-03-26",4.89,78,NA,51985,"T","T",10.25,NA,7.33,4.46,NA,NA,34,302,80,2021
"863",33.375,NA,125,"2021-03-30",4.57,72.375,NA,57372,"HB","HB",9.375,NA,6.83,4.28,NA,NA,37,215,77.125,2021
"864",34,13,119,"2021-03-24",NA,76,NA,83377,"CB","CB",9.375,NA,NA,NA,NA,NA,36.5,212,80.75,2021
"865",29,22,127,"2021-03-31",4.4,71.125,NA,43263,"CB","CB",9.75,NA,NA,NA,NA,NA,38,209,74.375,2021
"866",NA,NA,NA,NA,NA,76.25,NA,4423,"G","G",NA,NA,NA,NA,NA,NA,28.5,311,NA,2008
"867",NA,NA,NA,NA,5.14,75.875,NA,4424,"G","G",NA,1.74,7.37,4.44,2.95,NA,27,320,NA,2008
"868",31.75,10,123,"2019-03-26",NA,72,NA,50458,"S","S",9.375,NA,7.11,4.29,NA,NA,39,196,NA,2019
"869",29.5,NA,NA,NA,4.85,70.875,NA,45671,"HB","HB",9,1.73,7,4.45,2.77,NA,NA,223,NA,2017
"870",34.75,NA,108,"2019-03-20",NA,75.5,NA,46232,"T","T",9.625,NA,7.47,4.53,NA,NA,24.5,308,81.5,2019
"871",31,NA,115,NA,4.6,72.625,NA,12202,"HB","HB",9.625,NA,6.75,4.3,NA,NA,30,208,NA,2017
"872",NA,NA,NA,"2020-03-12",4.59,72,NA,47501,"WR","WR",NA,NA,NA,NA,NA,NA,NA,200,NA,2020
"873",35.25,15,106,"2019-03-29",NA,77.25,NA,46254,"T","T",10.25,NA,8.19,4.82,NA,NA,29,310,NA,2019
"874",NA,NA,NA,"2020-03-12",4.53,70,NA,84327,"WR","WR",NA,NA,NA,NA,NA,NA,NA,180,NA,2020
"875",34.625,26,NA,NA,5.35,77,NA,4426,"T","T",9.625,1.81,NA,NA,3.04,NA,27.5,317,NA,2008
"876",31.5,NA,NA,"2019-04-03",4.6,70.625,NA,45817,"HB","HB",9.125,1.57,NA,NA,2.67,NA,NA,221,NA,2019
"877",31.875,NA,NA,"2019-03-20",4.56,71,NA,45913,"HB","HB",9.625,NA,NA,NA,NA,NA,NA,212,NA,2019
"878",30.625,NA,NA,"2019-04-01",4.78,71.75,NA,51172,"S","S",8.75,1.61,NA,NA,2.75,NA,NA,208,NA,2019
"879",31.625,18,112,"2019-03-19",4.64,70,NA,45953,"HB","HB",10.125,1.6,NA,NA,2.63,NA,35,220,NA,2019
"880",NA,NA,NA,NA,4.66,76.5,NA,4405,"TE","TE",NA,1.63,NA,NA,2.78,NA,NA,243,NA,2008
"881",NA,17,126,"2020-03-13",4.64,76,NA,40700,"WR","WR",NA,NA,7.13,4.34,NA,NA,35.5,220,NA,2020
"882",NA,NA,128,"2020-03-13",4.46,73,NA,28729,"WR","WR",NA,NA,6.68,4.09,NA,NA,39.5,214,NA,2020
"883",33.25,15,120,NA,4.71,78.5,NA,3769,"TE","TE",10.25,1.63,NA,NA,2.71,NA,35.5,252,NA,2007
"884",NA,15,NA,"2020-03-04",4.47,73,NA,34407,"WR","WR",NA,NA,NA,NA,NA,NA,35,209,NA,2020
"885",32.25,NA,118,NA,NA,75.25,NA,3771,"TE","TE",9.375,NA,6.91,4.21,NA,NA,NA,244,NA,2007
"886",33.125,NA,NA,NA,4.75,75.125,NA,3831,"TE","TE",10.5,1.6,NA,NA,2.73,NA,NA,252,NA,2007
"887",34.375,20,NA,"2018-03-18",NA,74,NA,49684,"LB","LB",10.25,NA,NA,NA,NA,NA,38,234,NA,2018
"888",NA,NA,117,"2020-03-04",4.66,69.5,NA,84458,"WR","WR",NA,NA,NA,NA,NA,NA,35.5,177,NA,2020
"889",33.625,NA,NA,"2019-03-13",4.76,74.875,NA,41818,"WR","WR",9.75,1.7,7.24,4.32,2.68,NA,29.5,211,NA,2019
"890",32,15,131,"2019-03-18",4.54,NA,NA,94367,"CB","CB",10,1.53,7.08,4.21,2.59,NA,40,NA,NA,2019
"891",32.5,NA,116,"2018-04-03",NA,74.125,NA,49825,"LB","LB",9.25,NA,7.02,4.39,NA,NA,33.5,245,NA,2018
"892",32.25,NA,116,"2018-03-07",NA,73.875,NA,50213,"LB","LB",10,NA,NA,NA,NA,NA,30,232,NA,2018
"893",30.25,NA,NA,"2019-03-20",NA,70.25,NA,42683,"WR","WR",9,NA,6.75,4.25,NA,NA,NA,187,NA,2019
"894",32.25,25,121,"2019-03-14",5.01,75.375,NA,49864,"LB","LB",9.5,1.73,7.46,4.54,2.9,NA,34.5,253,NA,2019
"895",32.25,NA,124,"2019-03-20",4.64,76.75,NA,45752,"WR","WR",10,1.62,NA,4.15,2.72,NA,35.5,226,NA,2019
"896",34.875,NA,NA,"2019-03-29",NA,75.375,NA,47864,"WR","WR",9.875,NA,7.23,4.39,NA,NA,NA,228,NA,2019
"897",30.5,18,NA,NA,4.41,70.5,NA,10787,"HB","HB",9.25,1.53,NA,NA,2.59,NA,NA,208,NA,2016
"898",31,7,NA,"2019-03-14",NA,73.5,NA,41968,"CB","CB",9.125,NA,NA,NA,NA,NA,NA,199,NA,2019
"899",31.75,8,124,"2019-03-22",NA,73.875,NA,43254,"CB","CB",9.5,NA,NA,NA,NA,NA,36,185,NA,2019
"900",33.125,9,NA,"2019-03-28",NA,74.125,NA,48233,"CB","CB",9,NA,NA,NA,NA,NA,NA,208,NA,2019
"901",35.25,NA,NA,"2019-03-26",NA,77.375,NA,47928,"WR","WR",10.75,NA,7.09,4.16,NA,NA,NA,227,NA,2019
"902",32.125,NA,NA,"2019-03-19",NA,75.625,NA,46815,"C","C",10,NA,NA,NA,NA,NA,23,307,NA,2019
"903",32.25,20,103,NA,5.42,75.625,NA,11954,"C","C",9.5,1.93,NA,NA,3.09,NA,25.5,312,NA,2017
"904",NA,30,105,NA,5.28,75.375,NA,11102,"C","C",NA,1.78,7.83,4.59,2.96,NA,26.5,305,NA,2016
"905",32,NA,107,NA,5.03,74.625,NA,8796,"C","C",9.875,1.78,7.46,4.53,2.82,NA,NA,296,NA,2014
"906",33.375,NA,NA,NA,5.17,76.25,NA,4421,"C","C",9.875,1.78,NA,NA,2.98,NA,NA,296,NA,2008
"907",NA,NA,128,NA,NA,70.5,NA,5072,"CB","CB",NA,NA,NA,NA,NA,NA,37,182,NA,2009
"908",31.75,NA,NA,"2019-03-14",NA,69.375,NA,49352,"CB","CB",9.5,NA,NA,NA,NA,NA,34,199,NA,2019
"909",33.875,NA,NA,"2018-03-15",NA,75.25,NA,49059,"CB","CB",9,NA,7.17,4.34,NA,NA,NA,202,NA,2018
"910",32.625,NA,123,"2018-03-14",NA,70.625,NA,50440,"CB","CB",9.75,NA,7.07,4.27,NA,NA,30,201,NA,2018
"911",32.125,NA,NA,NA,4.51,71.25,NA,11782,"CB","CB",9.125,1.61,NA,NA,2.64,NA,NA,192,NA,2017
"912",31.5,12,NA,NA,NA,72,NA,11798,"CB","CB",9.375,NA,NA,NA,NA,NA,NA,186,NA,2017
"913",32,NA,NA,NA,4.72,72.5,NA,11808,"CB","CB",8.625,1.6,6.99,4.22,2.71,NA,32,199,NA,2017
"914",30.625,NA,NA,NA,NA,71.875,NA,11815,"CB","CB",8.5,NA,NA,NA,NA,NA,39.5,202,NA,2017
"915",33,NA,NA,NA,NA,74.75,NA,11821,"CB","CB",9.875,NA,NA,NA,NA,NA,38,198,NA,2017
"916",32.75,28,108,NA,5.5,76.625,NA,4444,"T","T",9.75,1.87,8.02,4.92,3.13,NA,28.5,309,NA,2008
"917",34.875,25,NA,NA,NA,77.75,NA,4447,"G","G",9.875,NA,7.51,4.63,NA,NA,29,314,NA,2008
"918",35,NA,NA,NA,NA,79.125,NA,4464,"T","T",10.875,NA,NA,NA,NA,NA,26.5,303,NA,2008
"919",33,NA,113,NA,4.98,77.25,NA,4539,"T","T",10,1.76,7.91,4.84,2.85,NA,32,343,NA,2008
"920",33.25,20,NA,NA,5.26,80.5,NA,4544,"G","T",9.625,1.81,8.05,5.12,3.01,NA,30,310,NA,2008
"921",NA,NA,NA,NA,NA,75.375,NA,4509,"G","G",NA,NA,NA,NA,NA,NA,29.5,303,NA,2008
"922",NA,NA,104,NA,5.16,77.375,NA,4548,"T","T",NA,1.77,NA,NA,2.97,NA,29,315,NA,2008
"923",NA,NA,NA,"2020-03-10",NA,70,NA,111299,"WR","WR",NA,NA,NA,NA,NA,256,NA,190,NA,2020
"924",NA,27,108,NA,5.03,76.75,NA,4550,"G","G",NA,1.69,7.25,4.53,2.89,NA,32.5,295,NA,2008
"925",31.625,NA,NA,NA,4.63,70.75,NA,10790,"HB","HB",10,1.57,6.97,4.29,2.65,NA,NA,220,NA,2016
"926",30.25,NA,111,NA,4.6,70,NA,10927,"HB","HB",9.375,1.59,7.08,NA,2.68,NA,32,228,NA,2016
"927",31.5,NA,115,NA,4.64,71,NA,11104,"HB","HB",9.25,1.65,7.1,4.27,2.63,NA,37,227,NA,2016
"928",NA,NA,NA,"2020-03-10",4.52,71,NA,109693,"WR","WR",NA,NA,NA,NA,NA,256,39.5,180,NA,2020
"929",31,14,115,NA,4.58,68.375,NA,9663,"HB","HB",8.625,1.66,7.13,4.4,2.71,NA,30.5,193,NA,2015
"930",NA,NA,115,NA,4.88,74.625,NA,4446,"TE","TE",NA,1.63,NA,NA,2.82,NA,33,251,NA,2008
"931",31,18,111,"2019-03-15",4.63,78,NA,13534,"WR","WR",9.125,1.58,7.64,4.75,2.68,NA,33.5,NA,NA,2019
"932",32.5,10,122,"2019-03-26",4.66,75,NA,24780,"WR","WR",9.625,1.6,6.91,4.3,2.71,NA,34,NA,NA,2019
"933",NA,NA,120,NA,4.68,NA,NA,1910,"QB","QB",NA,NA,7.1,4.31,NA,NA,32.5,NA,NA,2004
"934",NA,NA,NA,NA,NA,78.5,NA,4472,"TE","TE",NA,NA,NA,NA,NA,NA,34,262,NA,2008
"935",33.175,11,125,"2019-03-15",4.68,73,NA,25513,"WR","WR",9.25,1.63,7.03,4.33,2.67,NA,35.5,NA,NA,2019
"936",31.75,28,112,NA,4.8,71.75,NA,9664,"HB","HB",10.25,1.55,7.09,4.28,2.75,NA,32.5,247,NA,2015
"937",30.375,18,NA,NA,4.51,69.125,NA,9510,"HB","HB",9.25,1.58,6.88,4.16,2.57,NA,35,207,NA,2015
"938",32.75,23,112,"2019-03-22",4.61,76,NA,28585,"WR","WR",10.25,NA,NA,NA,NA,NA,32,NA,NA,2019
"939",NA,10,116,"2019-03-26",4.55,73,NA,28927,"WR","WR",NA,NA,7.27,4.39,NA,NA,30.5,NA,NA,2019
"940",31,16,119,"2019-03-14",4.61,73,NA,28316,"WR","WR",9,1.62,7.09,4.34,2.63,NA,33.5,NA,NA,2019
"941",29.25,NA,123,"2019-03-19",4.36,69.1,NA,47481,"WR","WR",8.75,1.51,6.97,4.02,2.56,NA,34,174,70.375,2019
"942",32,22,114,"2018-03-26",4.79,73,NA,50720,"LB","LB",10,1.75,NA,4.29,2.76,NA,35,234,NA,2018
"943",32.125,NA,124,"2018-03-14",NA,74.125,NA,50787,"LB","LB",9.5,NA,7.06,4.28,NA,NA,33.5,238,NA,2018
"944",NA,8,125,"2019-03-21",4.4,NA,NA,33350,"WR","WR",NA,NA,6.56,4.3,NA,NA,39,NA,NA,2019
"945",32.875,12,123,"2019-03-28",4.66,NA,NA,94373,"CB","CB",10.25,1.64,6.95,4.47,2.68,250,34.5,NA,NA,2019
"946",30.25,NA,NA,"2018-03-17",4.5,70,NA,26360,"CB","CB",8.625,1.59,NA,NA,2.63,NA,NA,193,NA,2018
"947",31.125,NA,117,"2018-03-10",4.87,72.375,NA,50812,"LB","LB",9.375,1.69,7.22,4.25,2.75,NA,31,230,NA,2018
"948",29.625,NA,NA,NA,NA,69.75,NA,9607,"HB","HB",8.875,NA,NA,4.25,NA,NA,NA,212,NA,2015
"949",NA,NA,125,NA,4.43,72.125,NA,4456,"CB","CB",NA,1.5,NA,NA,2.58,NA,32,197,NA,2008
"950",NA,24,113,NA,5,74.875,NA,4706,"C","C",NA,1.73,7.33,4.57,2.88,NA,31.5,290,NA,2008
"951",NA,23,95,NA,5.25,75.375,NA,4515,"C","C",NA,1.81,7.33,4.61,3.02,NA,23,293,NA,2008
